ID	type	start	end	strand	locus_tag	symbol	entrezID
gene-5UTR_Cj0384c	5UTR	350416	350459	-	Cj0384c	5UTR_Cj0384c	0
gene-5UTR_Cj0385c	5UTR	351345	351366	-	Cj0385c	5UTR_Cj0385c	0
gene-5UTR_Cj0386	5UTR	351421	351445	+	Cj0386	5UTR_Cj0386	0
gene-Cj0386	protein_coding	351446	352828	+	Cj0386	engA	904709
gene-5UTR_Cj0387	5UTR	352647	352814	+	Cj0387	5UTR_Cj0387	0
gene-Cj0387	protein_coding	352815	353312	+	Cj0387	aroK	904710
gene-5UTR_Cj0388	5UTR	353216	353308	+	Cj0388	5UTR_Cj0388	0
gene-Cj0388	protein_coding	353309	354268	+	Cj0388	trpS	904711
gene-Cj0389	protein_coding	354279	355514	+	Cj0389	serS	904712
gene-Cj0390	protein_coding	355524	357986	+	Cj0390	Cj0390	904713
gene-Cj0391c	protein_coding	358017	358652	-	Cj0391c	Cj0391c	904714
gene-5UTR_Cj0391c	5UTR	358653	358674	-	Cj0391c	5UTR_Cj0391c	0
gene-Cj0392c	protein_coding	358750	360192	-	Cj0392c	pyk	904715
gene-Cj0028	protein_coding	36000	37571	+	Cj0028	recJ	904450
gene-Cj0393c	protein_coding	360241	361587	-	Cj0393c	mqo	904716
gene-5UTR_Cj0393c	5UTR	361588	361757	-	Cj0393c	5UTR_Cj0393c	0
gene-Cj0394c	protein_coding	361706	362335	-	Cj0394c	Cj0394c	904717
gene-Cj0395c	protein_coding	362322	362612	-	Cj0395c	Cj0395c	904718
gene-Cj0396c	protein_coding	362609	363607	-	Cj0396c	Cj0396c	904719
gene-Cj0397c	protein_coding	363604	364182	-	Cj0397c	Cj0397c	904720
gene-5UTR_Cj0397c	5UTR	364183	364226	-	Cj0397c	5UTR_Cj0397c	0
gene-5UTR_Cj0398	5UTR	364294	364325	+	Cj0398	5UTR_Cj0398	0
gene-Cj0398	protein_coding	364326	364610	+	Cj0398	gatC	904721
gene-Cj0399	protein_coding	364678	365241	+	Cj0399	Cj0399	904722
gene-Cj0400	protein_coding	365243	365716	+	Cj0400	fur	904724
gene-Cj0401	protein_coding	365717	367222	+	Cj0401	lysS	904725
gene-Cj0402	protein_coding	367219	368463	+	Cj0402	glyA	904726
gene-Cj0403	protein_coding	368460	369005	+	Cj0403	Cj0403	904727
gene-Cj0404	protein_coding	369019	369855	+	Cj0404	Cj0404	904728
gene-5UTR_Cj0405	5UTR	369717	369851	+	Cj0405	5UTR_Cj0405	0
gene-Cj0405	protein_coding	369852	370640	+	Cj0405	aroE	904729
gene-Cj0406c	protein_coding	370715	371614	-	Cj0406c	Cj0406c	904730
gene-5UTR_Cj0406c	5UTR	371615	371640	-	Cj0406c	5UTR_Cj0406c	0
gene-5UTR_Cj0407	5UTR	371669	371703	+	Cj0407	5UTR_Cj0407	0
gene-Cj0407	protein_coding	371704	372519	+	Cj0407	lgt	904731
gene-5UTR_Cj0408	5UTR	372554	372588	+	Cj0408	5UTR_Cj0408	0
gene-Cj0408	protein_coding	372589	373371	+	Cj0408	frdC	904732
gene-Cj0409	protein_coding	373355	375346	+	Cj0409	frdA	904733
gene-Cj0410	protein_coding	375339	376064	+	Cj0410	frdB	904734
gene-5UTR_Cj0029	5UTR	37596	37666	+	Cj0029	5UTR_Cj0029	0
gene-Cj0411	protein_coding	376092	378278	+	Cj0411	Cj0411	904735
gene-Cj0029	protein_coding	37667	38662	+	Cj0029	ansA	904872
gene-Cj0412	protein_coding	378268	380097	+	Cj0412	Cj0412	904736
gene-Cj0413	protein_coding	380097	380801	+	Cj0413	Cj0413	904737
gene-5UTR_Cj0414	5UTR	380911	380936	+	Cj0414	5UTR_Cj0414	0
gene-Cj0414	protein_coding	380937	381665	+	Cj0414	Cj0414	904738
gene-Cj0415	protein_coding	381667	383388	+	Cj0415	Cj0415	904739
gene-5UTR_Cj0416	5UTR	383457	383558	+	Cj0416	5UTR_Cj0416	0
gene-Cj0416	protein_coding	383559	383657	+	Cj0416	Cj0416	904740
gene-Cj0417	protein_coding	383677	383823	+	Cj0417	Cj0417	904741
gene-Cj0418c	protein_coding	383947	384651	-	Cj0418c	Cj0418c	904742
gene-Cj0419	protein_coding	384759	385121	+	Cj0419	Cj0419	904743
gene-5UTR_Cj0420	5UTR	385166	385194	+	Cj0420	5UTR_Cj0420	0
gene-Cj0420	protein_coding	385195	385767	+	Cj0420	Cj0420	904744
gene-Cj0421c	protein_coding	385772	386728	-	Cj0421c	Cj0421c	904745
gene-Cj0422c	protein_coding	386790	386999	-	Cj0422c	Cj0422c	904746
gene-5UTR_Cj0422c	5UTR	387000	387025	-	Cj0422c	5UTR_Cj0422c	0
gene-Cj0423	protein_coding	387168	387395	+	Cj0423	Cj0423	904747
gene-Cj0424	protein_coding	387404	388036	+	Cj0424	Cj0424	904748
gene-Cj0425	protein_coding	388049	388465	+	Cj0425	Cj0425	904749
gene-5UTR_Cj0426	5UTR	388560	388594	+	Cj0426	5UTR_Cj0426	0
gene-Cj0426	protein_coding	388595	390172	+	Cj0426	Cj0426	904750
gene-5UTR_Cj0427	5UTR	389864	390161	+	Cj0427	5UTR_Cj0427	0
gene-Cj0427	protein_coding	390162	390497	+	Cj0427	Cj0427	904751
gene-5UTR_Cj0428	5UTR	390549	390571	+	Cj0428	5UTR_Cj0428	0
gene-Cj0428	protein_coding	390572	390955	+	Cj0428	Cj0428	904752
gene-Cj0429c	protein_coding	390999	391583	-	Cj0429c	Cj0429c	904753
gene-5UTR_Cj0429c	5UTR	391584	391600	-	Cj0429c	5UTR_Cj0429c	0
gene-5UTR_Cj0430	5UTR	391708	391710	+	Cj0430	5UTR_Cj0430	0
gene-Cj0430	protein_coding	391711	392937	+	Cj0430	Cj0430	904754
gene-Cjr01	rRNA	39249	40761	+	Cjr01	Cjr01	0
gene-Cj0431	protein_coding	392930	393544	+	Cj0431	Cj0431	904723
gene-Cjr04	rRNA	394130	395642	+	Cjr04	Cjr04	0
gene-Cjp04	tRNA	395747	395822	+	Cjp04	tRNAAla	0
gene-Cjp05	tRNA	395831	395907	+	Cjp05	tRNAIle	0
gene-Cjr05	rRNA	396449	399360	+	Cjr05	Cjr05	0
gene-Cjr06	rRNA	399644	399763	+	Cjr06	Cjr06	0
gene-Cj0432c	protein_coding	399936	401144	-	Cj0432c	murD	904757
gene-Cj0433c	protein_coding	401144	402205	-	Cj0433c	mraY	904758
gene-5UTR_Cj0433c	5UTR	402206	402234	-	Cj0433c	5UTR_Cj0433c	0
gene-Cj0434	protein_coding	402285	403763	+	Cj0434	pgm	904759
gene-5UTR_Cj0435	5UTR	403804	403834	+	Cj0435	5UTR_Cj0435	0
gene-Cj0435	protein_coding	403835	404578	+	Cj0435	fabG	904760
gene-Cj0436	protein_coding	404585	404995	+	Cj0436	Cj0436	904761
gene-5UTR_Cj0437	5UTR	405091	405332	+	Cj0437	5UTR_Cj0437	0
gene-Cj0437	protein_coding	405333	407168	+	Cj0437	sdhA	904762
gene-Cj0438	protein_coding	407165	408130	+	Cj0438	sdhB	904763
gene-Cj0439	protein_coding	408134	408991	+	Cj0439	sdhC	904764
gene-Cjp01	tRNA	40866	40941	+	Cjp01	tRNAAla	0
gene-Cj0440c	protein_coding	409015	409683	-	Cj0440c	Cj0440c	904765
gene-Cjp02	tRNA	40950	41026	+	Cjp02	tRNAIle	0
gene-5UTR_Cj0440c	5UTR	409684	409710	-	Cj0440c	5UTR_Cj0440c	0
gene-5UTR_Cj0441	5UTR	409765	409792	+	Cj0441	5UTR_Cj0441	0
gene-Cj0441	protein_coding	409793	410026	+	Cj0441	acpP	904766
gene-Cj0442	protein_coding	410053	411267	+	Cj0442	fabF	904767
gene-Cj0443	protein_coding	411269	412207	+	Cj0443	accA	904768
gene-5UTR_Cj0447	5UTR	414493	414515	+	Cj0447	5UTR_Cj0447	0
gene-Cj0447	protein_coding	414516	415112	+	Cj0447	Cj0447	904770
gene-Cj0448c	protein_coding	415144	416241	-	Cj0448c	Cj0448c	904771
gene-Cjr02	rRNA	41568	44457	+	Cjr02	Cjr02	0
gene-Cj0449c	protein_coding	416251	416466	-	Cj0449c	Cj0449c	904772
gene-5UTR_Cj0449c	5UTR	416467	416506	-	Cj0449c	5UTR_Cj0449c	0
gene-Cj0450c	protein_coding	416651	416845	-	Cj0450c	rpmB	904773
gene-5UTR_Cj0450c	5UTR	416846	416873	-	Cj0450c	5UTR_Cj0450c	0
gene-5UTR_Cj0451	5UTR	416953	416984	+	Cj0451	5UTR_Cj0451	0
gene-Cj0451	protein_coding	416985	417632	+	Cj0451	rep	904774
gene-Cj0452	protein_coding	417629	418390	+	Cj0452	dnaQ	904775
gene-Cjs02	misc_RNA	418412	418516	+	Cjs02	Cjs02	0
gene-Cj0453	protein_coding	418573	419865	+	Cj0453	thiC	904776
gene-Cj0454c	protein_coding	419857	420426	-	Cj0454c	Cj0454c	904777
gene-Cj0456c	protein_coding	420889	421848	-	Cj0456c	Cj0456c	904779
gene-5UTR_Cj0456c	5UTR	421849	422128	-	Cj0456c	5UTR_Cj0456c	0
gene-Cj0457c	protein_coding	421850	422479	-	Cj0457c	Cj0457c	904780
gene-Cj0458c	protein_coding	422463	423764	-	Cj0458c	miaB	904781
gene-Cj0459c	protein_coding	423761	424027	-	Cj0459c	Cj0459c	904782
gene-5UTR_Cj0459c	5UTR	424028	424033	-	Cj0459c	5UTR_Cj0459c	0
gene-5UTR_Cj0460	5UTR	424090	424130	+	Cj0460	5UTR_Cj0460	0
gene-Cj0460	protein_coding	424131	425219	+	Cj0460	nusA	904783
gene-Cj0461c	protein_coding	425235	426422	-	Cj0461c	Cj0461c	904784
gene-5UTR_Cj0461c	5UTR	426422	426422	-	Cj0461c	5UTR_Cj0461c	0
gene-5UTR_Cj0462	5UTR	426470	426495	+	Cj0462	5UTR_Cj0462	0
gene-Cj0462	protein_coding	426496	427542	+	Cj0462	Cj0462	904785
gene-Cj0463	protein_coding	427542	428762	+	Cj0463	Cj0463	904786
gene-Cj0464	protein_coding	428752	430575	+	Cj0464	recG	904787
gene-sRNA_CJnc22	sRNA	430270	430366	+	CJnc22	sRNA_CJnc22	0
gene-Cj0465c	protein_coding	430572	430955	-	Cj0465c	ctb	904788
gene-5UTR_Cj0465c	5UTR	430956	430983	-	Cj0465c	5UTR_Cj0465c	0
gene-5UTR_Cj0466	5UTR	431001	431049	+	Cj0466	5UTR_Cj0466	0
gene-Cj0466	protein_coding	431050	431646	+	Cj0466	nssR	904789
gene-5UTR_Cj0467	5UTR	431609	431661	+	Cj0467	5UTR_Cj0467	0
gene-Cj0467	protein_coding	431662	432363	+	Cj0467	Cj0467	904790
gene-Cj0468	protein_coding	432356	433012	+	Cj0468	Cj0468	904791
gene-5UTR_Cj0469	5UTR	432771	433013	+	Cj0469	5UTR_Cj0469	0
gene-Cj0469	protein_coding	433014	433775	+	Cj0469	Cj0469	904792
gene-Cjp06	tRNA	433867	433942	+	Cjp06	tRNAThr	0
gene-Cjp07	tRNA	433992	434077	+	Cjp07	tRNATyr	0
gene-Cjp08	tRNA	434084	434160	+	Cjp08	tRNAGly	0
gene-Cjt1	tRNA	434265	434339	+	Cjt1	tRNAThr	0
gene-Cj0470	protein_coding	434408	435607	+	Cj0470	tuf	904796
gene-Cj0471	protein_coding	435660	435818	+	Cj0471	rpmG	904797
gene-Cjp09	tRNA	435831	435906	+	Cjp09	tRNATrp	0
gene-Cj0472	protein_coding	435925	436104	+	Cj0472	secE	904799
gene-Cj0473	protein_coding	436114	436647	+	Cj0473	nusG	904801
gene-Cj0474	protein_coding	436673	437098	+	Cj0474	rplK	904802
gene-Cj0475	protein_coding	437153	437854	+	Cj0475	rplA	904803
gene-5UTR_Cj0476	5UTR	437894	438005	+	Cj0476	5UTR_Cj0476	0
gene-Cj0476	protein_coding	438006	438485	+	Cj0476	rplJ	904804
gene-Cj0477	protein_coding	438506	438883	+	Cj0477	rplL	904805
gene-Cj0478	protein_coding	438992	443128	+	Cj0478	rpoB	904806
gene-Cj0479	protein_coding	443121	447674	+	Cj0479	rpoC	904807
gene-Cjr03	rRNA	44741	44860	+	Cjr03	Cjr03	0
gene-Cj0480c	protein_coding	447705	448466	-	Cj0480c	Cj0480c	904808
gene-5UTR_Cj0481	5UTR	448661	448696	+	Cj0481	5UTR_Cj0481	0
gene-Cj0481	protein_coding	448697	449605	+	Cj0481	dapA	904809
gene-Cj0030	protein_coding	44966	46363	+	Cj0030	Cj0030	904369
gene-Cj0485	protein_coding	452320	453108	+	Cj0485	Cj0485	904812
gene-Cj0486	protein_coding	453119	454375	+	Cj0486	Cj0486	904814
gene-Cj0487	protein_coding	454359	455129	+	Cj0487	Cj0487	904815
gene-Cj0488	protein_coding	455130	455447	+	Cj0488	Cj0488	904816
gene-5UTR_Cj0491	5UTR	457196	457226	+	Cj0491	5UTR_Cj0491	0
gene-Cj0491	protein_coding	457227	457613	+	Cj0491	rpsL	904818
gene-Cj0492	protein_coding	457683	458153	+	Cj0492	rpsG	904819
gene-Cj0493	protein_coding	458166	460241	+	Cj0493	fusA	904822
gene-Cjp10	tRNA	460270	460346	+	Cjp10	tRNAArg	0
gene-Cj0494	protein_coding	460364	460513	+	Cj0494	Cj0494	904824
gene-5UTR_Cj0495	5UTR	460459	460518	+	Cj0495	5UTR_Cj0495	0
gene-Cj0495	protein_coding	460519	461220	+	Cj0495	Cj0495	904825
gene-Cj0496	protein_coding	461210	461584	+	Cj0496	Cj0496	904826
gene-Cj0497	protein_coding	461557	462834	+	Cj0497	Cj0497	904827
gene-Cj0498	protein_coding	462831	463607	+	Cj0498	trpC	904828
gene-Cj0499	protein_coding	463617	464102	+	Cj0499	Cj0499	904829
gene-5UTR_Cj0031	5UTR	46402	46423	+	Cj0031	5UTR_Cj0031	0
gene-Cj0500	protein_coding	464092	465090	+	Cj0500	Cj0500	904830
gene-Cj0031	protein_coding	46424	50156	+	Cj0031	Cj0031	904370
gene-5UTR_Cj0501	5UTR	465345	465375	+	Cj0501	5UTR_Cj0501	0
gene-Cj0503c	protein_coding	466660	467571	-	Cj0503c	hemH	904832
gene-Cj0504c	protein_coding	467568	468434	-	Cj0504c	Cj0504c	904833
gene-Cj0505c	protein_coding	468439	469512	-	Cj0505c	Cj0505c	904834
gene-5UTR_Cj0506	5UTR	469598	469626	+	Cj0506	5UTR_Cj0506	0
gene-Cj0506	protein_coding	469627	472155	+	Cj0506	alaS	904835
gene-Cj0507	protein_coding	472155	472706	+	Cj0507	maf	904836
gene-Cj0508	protein_coding	472703	474634	+	Cj0508	pbpA	904837
gene-Cj0509c	protein_coding	474662	477235	-	Cj0509c	clpB	904838
gene-5UTR_Cj0509c	5UTR	477236	477260	-	Cj0509c	5UTR_Cj0509c	0
gene-Cj0510c	protein_coding	477347	477637	-	Cj0510c	Cj0510c	904839
gene-5UTR_Cj0511	5UTR	477737	477754	+	Cj0511	5UTR_Cj0511	0
gene-Cj0511	protein_coding	477755	479089	+	Cj0511	Cj0511	904840
gene-Cj0512	protein_coding	479091	479801	+	Cj0512	purC	904841
gene-Cj0513	protein_coding	479810	480055	+	Cj0513	purS	904842
gene-Cj0514	protein_coding	480057	480728	+	Cj0514	purQ	904843
gene-Cj0515	protein_coding	480700	481896	+	Cj0515	Cj0515	904844
gene-Cj0516	protein_coding	481877	482569	+	Cj0516	plsC	904845
gene-Cj0517	protein_coding	482563	482931	+	Cj0517	crcB	904846
gene-5UTR_Cj0518	5UTR	482978	483002	+	Cj0518	5UTR_Cj0518	0
gene-Cj0518	protein_coding	483003	484829	+	Cj0518	htpG	904847
gene-Cj0519	protein_coding	484826	485143	+	Cj0519	Cj0519	904848
gene-Cj0520	protein_coding	485143	485577	+	Cj0520	Cj0520	904849
gene-Cj0525c	protein_coding	487340	489148	-	Cj0525c	pbpB	904853
gene-Cj0526c	protein_coding	489155	489451	-	Cj0526c	fliE	904854
gene-Cj0527c	protein_coding	489458	489952	-	Cj0527c	flgC	904855
gene-Cj0528c	protein_coding	489962	490393	-	Cj0528c	flgB	904856
gene-5UTR_Cj0528c	5UTR	490394	490416	-	Cj0528c	5UTR_Cj0528c	0
gene-Cj0529c	protein_coding	490474	491475	-	Cj0529c	Cj0529c	904857
gene-5UTR_Cj0530	5UTR	491292	491389	+	Cj0530	5UTR_Cj0530	0
gene-Cj0530	protein_coding	491390	493960	+	Cj0530	Cj0530	904858
gene-5UTR_Cj0529c	5UTR	491476	491505	-	Cj0529c	5UTR_Cj0529c	0
gene-Cj0004c	protein_coding	4916	5257	-	Cj0004c	Cj0004c	904344
gene-Cj0531	protein_coding	494077	496281	+	Cj0531	icd	904859
gene-Cj0532	protein_coding	496278	497180	+	Cj0532	mdh	904860
gene-Cj0533	protein_coding	497181	498344	+	Cj0533	sucC	904861
gene-Cj0534	protein_coding	498354	499223	+	Cj0534	sucD	904862
gene-5UTR_Cj0535	5UTR	499058	499237	+	Cj0535	5UTR_Cj0535	0
gene-Cj0535	protein_coding	499238	499549	+	Cj0535	oorD	904863
gene-Cj0536	protein_coding	499558	500682	+	Cj0536	oorA	904864
gene-Cj0537	protein_coding	500683	501528	+	Cj0537	oorB	904963
gene-Cj0538	protein_coding	501525	502082	+	Cj0538	oorC	905096
gene-Cj0033	protein_coding	50156	51937	+	Cj0033	Cj0033	904331
gene-5UTR_Cj0539	5UTR	502198	502220	+	Cj0539	5UTR_Cj0539	0
gene-Cj0539	protein_coding	502221	502484	+	Cj0539	Cj0539	904865
gene-Cj0540	protein_coding	502487	503023	+	Cj0540	Cj0540	904866
gene-5UTR_Cj0541	5UTR	502843	503036	+	Cj0541	5UTR_Cj0541	0
gene-Cj0541	protein_coding	503037	503930	+	Cj0541	Cj0541	904867
gene-Cj0542	protein_coding	503930	505228	+	Cj0542	hemA	904868
gene-5UTR_Cj0543	5UTR	505118	505211	+	Cj0543	5UTR_Cj0543	0
gene-Cj0543	protein_coding	505212	506921	+	Cj0543	proS	904869
gene-Cj0544	protein_coding	506918	507307	+	Cj0544	Cj0544	904870
gene-5UTR_Cj0545	5UTR	507041	507303	+	Cj0545	5UTR_Cj0545	0
gene-Cj0545	protein_coding	507304	508227	+	Cj0545	hemC	904871
gene-Cj0546	protein_coding	508224	510026	+	Cj0546	ubiD	904873
gene-5UTR_Cj0547	5UTR	510149	510183	+	Cj0547	5UTR_Cj0547	0
gene-Cj0547	protein_coding	510184	510549	+	Cj0547	flaG	904874
gene-Cj0548	protein_coding	510552	512480	+	Cj0548	fliD	904875
gene-Cj0549	protein_coding	512492	512878	+	Cj0549	fliS	904876
gene-Cj0550	protein_coding	512859	513134	+	Cj0550	Cj0550	904877
gene-Cjp11	misc_RNA	513138	513451	-	Cjp11	rnpB	0
gene-Cj0551	protein_coding	513566	514135	+	Cj0551	efp	904879
gene-5UTR_Cj0552	5UTR	514272	514294	+	Cj0552	5UTR_Cj0552	0
gene-Cj0552	protein_coding	514295	514987	+	Cj0552	Cj0552	904880
gene-Cj0553	protein_coding	514974	515927	+	Cj0553	Cj0553	904881
gene-Cj0554	protein_coding	515937	516941	+	Cj0554	Cj0554	904341
gene-Cj0555	protein_coding	517060	518352	+	Cj0555	Cj0555	904882
gene-Cj0556	protein_coding	518363	519160	+	Cj0556	Cj0556	904883
gene-Cj0557c	protein_coding	519157	520242	-	Cj0557c	Cj0557c	904884
gene-Cj0034c	protein_coding	51967	52668	-	Cj0034c	Cj0034c	904372
gene-Cj0558c	protein_coding	520239	521471	-	Cj0558c	proA	904885
gene-5UTR_Cj0558c	5UTR	521472	521498	-	Cj0558c	5UTR_Cj0558c	0
gene-Cj0559	protein_coding	521542	522477	+	Cj0559	Cj0559	905160
gene-Cj0560	protein_coding	522658	523986	+	Cj0560	Cj0560	905129
gene-Cj0561c	protein_coding	524034	524963	-	Cj0561c	Cj0561c	905206
gene-5UTR_Cj0561c	5UTR	524964	525005	-	Cj0561c	5UTR_Cj0561c	0
gene-5UTR_Cj0562	5UTR	525089	525116	+	Cj0562	5UTR_Cj0562	0
gene-Cj0562	protein_coding	525117	526493	+	Cj0562	dnaB	904886
gene-Cj0005c	protein_coding	5260	6498	-	Cj0005c	Cj0005c	904345
gene-Cj0563	protein_coding	526556	527158	+	Cj0563	Cj0563	905136
gene-Cj0035c	protein_coding	52665	53867	-	Cj0035c	Cj0035c	904517
gene-5UTR_Cj0034c	5UTR	52669	52688	-	Cj0034c	5UTR_Cj0034c	0
gene-Cj0564	protein_coding	527149	527355	+	Cj0564	Cj0564	904359
gene-5UTR_Cj0565	5UTR	527407	527435	+	Cj0565	5UTR_Cj0565	0
gene-Cj0566	protein_coding	528182	529648	+	Cj0566	Cj0566	904889
gene-sRNA_CJas_Cj0566	sRNA	528601	528700	-	CJas_Cj0566	sRNA_CJas_Cj0566	0
gene-Cj0567	protein_coding	529659	529772	+	Cj0567	Cj0567	904890
gene-Cj0570	protein_coding	531139	532206	+	Cj0570	Cj0570	904893
gene-Cj0571	protein_coding	532203	533075	+	Cj0571	Cj0571	904894
gene-Cjp12	tRNA	533097	533172	-	Cjp12	tRNAMet	0
gene-Cjp13	tRNA	533206	533280	-	Cjp13	tRNAGln	0
gene-Cj0572	protein_coding	533373	534392	+	Cj0572	ribA	904897
gene-Cj0573	protein_coding	534404	534847	+	Cj0573	Cj0573	904898
gene-Cj0574	protein_coding	534865	536565	+	Cj0574	ilvI	904899
gene-Cj0575	protein_coding	536562	537026	+	Cj0575	ilvH	904900
gene-5UTR_Cj0576	5UTR	536895	537022	+	Cj0576	5UTR_Cj0576	0
gene-Cj0576	protein_coding	537023	537988	+	Cj0576	lpxD	904901
gene-Cj0577c	protein_coding	537977	539005	-	Cj0577c	queA	904902
gene-Cj0578c	protein_coding	538998	539735	-	Cj0578c	tatC	904903
gene-Cj0036	protein_coding	53970	55319	+	Cj0036	Cj0036	904813
gene-Cj0579c	protein_coding	539728	540144	-	Cj0579c	tatB	904904
gene-5UTR_Cj0579c	5UTR	540145	540173	-	Cj0579c	5UTR_Cj0579c	0
gene-Cj0580c	protein_coding	540202	541269	-	Cj0580c	Cj0580c	905215
gene-5UTR_Cj0581	5UTR	541348	541370	+	Cj0581	5UTR_Cj0581	0
gene-Cj0581	protein_coding	541371	541841	+	Cj0581	Cj0581	905255
gene-Cj0582	protein_coding	541843	543045	+	Cj0582	lysC	904905
gene-Cj0583	protein_coding	543046	543582	+	Cj0583	Cj0583	904906
gene-sRNA_CJnc21	sRNA	543101	543269	+	CJnc21	sRNA_CJnc21	0
gene-Cj0584	protein_coding	543588	544187	+	Cj0584	Cj0584	904907
gene-Cj0585	protein_coding	544189	545331	+	Cj0585	folP	904908
gene-Cj0586	protein_coding	545332	547275	+	Cj0586	ligA	904909
gene-Cj0587	protein_coding	547256	548260	+	Cj0587	Cj0587	904911
gene-Cj0588	protein_coding	548257	549018	+	Cj0588	tlyA	904912
gene-Cj0589	protein_coding	548984	549838	+	Cj0589	ribF	904913
gene-Cj0590	protein_coding	549825	550535	+	Cj0590	Cj0590	904914
gene-Cj0591c	protein_coding	550525	550746	-	Cj0591c	Cj0591c	904916
gene-Cj0592c	protein_coding	550743	551177	-	Cj0592c	Cj0592c	904917
gene-Cj0593c	protein_coding	551235	551867	-	Cj0593c	Cj0593c	904918
gene-5UTR_Cj0593c	5UTR	551868	551874	-	Cj0593c	5UTR_Cj0593c	0
gene-Cj0594c	protein_coding	551878	552528	-	Cj0594c	Cj0594c	904919
gene-Cj0595c	protein_coding	552525	553151	-	Cj0595c	nth	904920
gene-5UTR_Cj0595c	5UTR	553151	553151	-	Cj0595c	5UTR_Cj0595c	0
gene-5UTR_Cj0596	5UTR	553204	553231	+	Cj0596	5UTR_Cj0596	0
gene-Cj0596	protein_coding	553232	554053	+	Cj0596	peb4cbf2	904921
gene-Cj0037c	protein_coding	55343	56386	-	Cj0037c	Cj0037c	904547
gene-Cj0597	protein_coding	554053	555117	+	Cj0597	fba	904922
gene-Cj0598	protein_coding	555212	556654	+	Cj0598	Cj0598	904923
gene-Cj0599	protein_coding	556651	557604	+	Cj0599	Cj0599	904924
gene-Cj0600	protein_coding	557591	558466	+	Cj0600	Cj0600	904925
gene-Cj0601c	protein_coding	558458	559801	-	Cj0601c	Cj0601c	904927
gene-5UTR_Cj0601c	5UTR	559802	559822	-	Cj0601c	5UTR_Cj0601c	0
gene-Cj0602c	protein_coding	559852	560520	-	Cj0602c	Cj0602c	904928
gene-Cj0603c	protein_coding	560517	562220	-	Cj0603c	dsbD	904931
gene-Cj0604	protein_coding	562315	563196	+	Cj0604	Cj0604	904932
gene-5UTR_Cj0605	5UTR	563060	563204	+	Cj0605	5UTR_Cj0605	0
gene-Cj0605	protein_coding	563205	564395	+	Cj0605	Cj0605	904933
gene-5UTR_Cj0606	5UTR	564448	564473	+	Cj0606	5UTR_Cj0606	0
gene-Cj0606	protein_coding	564474	565646	+	Cj0606	Cj0606	904934
gene-Cj0038c	protein_coding	56564	57211	-	Cj0038c	Cj0038c	904373
gene-Cj0607	protein_coding	565646	567571	+	Cj0607	Cj0607	904935
gene-Cj0608	protein_coding	567573	568943	+	Cj0608	Cj0608	904936
gene-Cj0609c	protein_coding	568946	570124	-	Cj0609c	Cj0609c	904937
gene-Cj0610c	protein_coding	570111	571121	-	Cj0610c	Cj0610c	904522
gene-Cj0611c	protein_coding	571122	572498	-	Cj0611c	Cj0611c	904938
gene-Cj0039c	protein_coding	57211	59019	-	Cj0039c	typA	904374
gene-5UTR_Cj0038c	5UTR	57212	57453	-	Cj0038c	5UTR_Cj0038c	0
gene-Cj0612c	protein_coding	572541	573044	-	Cj0612c	cft	904939
gene-5UTR_Cj0612c	5UTR	573045	573073	-	Cj0612c	5UTR_Cj0612c	0
gene-5UTR_Cj0613	5UTR	573199	573223	+	Cj0613	5UTR_Cj0613	0
gene-Cj0613	protein_coding	573224	574219	+	Cj0613	pstS	904940
gene-Cj0614	protein_coding	574229	575143	+	Cj0614	pstC	904941
gene-Cj0615	protein_coding	575140	576228	+	Cj0615	pstA	904942
gene-Cj0616	protein_coding	576225	576965	+	Cj0616	pstB	904943
gene-5UTR_Cj0617	5UTR	577002	577026	+	Cj0617	5UTR_Cj0617	0
gene-5UTR_Cj0618	5UTR	577528	577607	+	Cj0618	5UTR_Cj0618	0
gene-5UTR_Cj0619	5UTR	578306	578344	+	Cj0619	5UTR_Cj0619	0
gene-Cj0619	protein_coding	578345	579661	+	Cj0619	Cj0619	904946
gene-Cj0620	protein_coding	579637	580284	+	Cj0620	Cj0620	904947
gene-5UTR_Cj0621	5UTR	580302	580325	+	Cj0621	5UTR_Cj0621	0
gene-Cj0621	protein_coding	580326	581846	+	Cj0621	Cj0621	904948
gene-Cj0622	protein_coding	581827	584016	+	Cj0622	hypF	904949
gene-5UTR_Cj0623	5UTR	584072	584093	+	Cj0623	5UTR_Cj0623	0
gene-Cj0623	protein_coding	584094	584837	+	Cj0623	hypB	904950
gene-Cj0624	protein_coding	584837	585118	+	Cj0624	hypC	904953
gene-Cj0625	protein_coding	585102	586193	+	Cj0625	hypD	904954
gene-Cj0626	protein_coding	586190	587164	+	Cj0626	hypE	904955
gene-Cj0627	protein_coding	587164	587508	+	Cj0627	hypA	904956
gene-5UTR_Cj0628	5UTR	587790	587867	+	Cj0628	5UTR_Cj0628	0
gene-Cj0628	protein_coding	587868	591303	+	Cj0628	Cj0628	904958
gene-5UTR_Cj0039c	5UTR	59020	59050	-	Cj0039c	5UTR_Cj0039c	0
gene-5UTR_Cj0040	5UTR	59125	59153	+	Cj0040	5UTR_Cj0040	0
gene-sRNA_CJnc30	sRNA	591313	591426	+	CJnc30	sRNA_CJnc30	0
gene-sRNA_CJnc40	sRNA	591356	591456	-	CJnc40	sRNA_CJnc40	0
