# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	name	symbol	locus_tag	feature_interval_length	product_length	chromosome_name
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	150963	151385	+	EAQ73102.1	hypothetical protein		CJJ81176_0173	423	140.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	151590	153401	+	EAQ73019.2	McrBC restriction endonuclease system, McrB subunit, putative		CJJ81176_0174	1812	603.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	153401	153880	+	EAQ73431.1	hypothetical protein		CJJ81176_0175	480	159.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	153871	154737	+	EAQ73244.1	hypothetical protein		CJJ81176_0176	867	288.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	154726	155529	-	EAQ73385.1	cation ABC transporter, permease protein		CJJ81176_0177	804	267.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	155522	156376	-	EAQ73212.1	cation ABC transporter, ATP-binding protein		CJJ81176_0178	855	284.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	156389	157279	-	EAQ73053.1	cation ABC transporter, periplasmic cation-binding protein		CJJ81176_0179	891	296.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	157478	159457	+	EAQ73062.1	methyl-accepting chemotaxis protein		CJJ81176_0180	1980	659.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	159592	161373	+	EAQ73176.1	hypothetical protein		CJJ81176_0181	1782	593.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	161411	162349	-	EAQ73090.1	thioredoxin-disulfide reductase	trxB	CJJ81176_0182	939	312.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	162483	162797	-	EAQ73309.1	thioredoxin	trx	CJJ81176_0183	315	104.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	162854	163192	-	EAQ73230.1	hypothetical protein		CJJ81176_0184	339	112.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	163192	164439	-	EAQ73424.1	homoserine dehydrogenase	hom	CJJ81176_0185	1248	415.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	164443	165645	-	EAQ73404.1	aminotransferase, classes I and II		CJJ81176_0186	1203	400.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	165657	166463	-	EAQ73036.1	hypothetical protein		CJJ81176_0187	807	268.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	166457	167395	-	EAQ73013.1	hypothetical protein		CJJ81176_0188	939	312.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	167388	168071	-	EAQ72998.1	RNA methyltransferase, TrmH family		CJJ81176_0189	684	227.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	168085	168909	-	EAQ73234.1	tetrapyrrole methylase family protein		CJJ81176_0190	825	274.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	168912	169112	-	EAQ73181.1	ribosomal protein L31	rpmE	CJJ81176_0191	201	66.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	169191	169847	-	EAQ73076.1	conserved hypothetical protein TIGR00046		CJJ81176_0192	657	218.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	169849	170256	-	EAQ73069.1	membrane protein, putative		CJJ81176_0193	408	135.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	170256	170681	-	EAQ73180.1	cytochrome c family protein		CJJ81176_0194	426	141.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	170681	171262	-	EAQ73107.1	6-pyruvoyl tetrahydrobiopterin synthase, homolog		CJJ81176_0195	582	193.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	171259	172002	-	EAQ73291.1	radical SAM domain protein		CJJ81176_0196	744	247.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	172005	172967	-	EAQ73263.1	molybdenum cofactor biosynthesis protein		CJJ81176_0197	963	320.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	172980	173495	-	EAQ73480.1	hypothetical protein		CJJ81176_0198	516	171.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	173492	173692	-	EAQ73043.2	hypothetical protein		CJJ81176_0199	201	66.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	173980	174864	-	EAQ73344.1	4-hydroxybenzoate octaprenyltransferase, putative		CJJ81176_0200	885	294.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	174935	175804	+	EAQ73203.1	tRNA delta(2)-isopentenylpyrophosphate transferase	miaA	CJJ81176_0201	870	289.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	175790	176353	-	EAQ73168.1	membrane protein, putative		CJJ81176_0202	564	187.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	176501	176575	+		tRNA-Glu		CJJ81176_1710	75		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	176711	176893	-	EAQ72993.1	hypothetical protein		CJJ81176_0204	183	60.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	177161	177823	+	EAQ73242.1	superoxide dismutase, Fe	sodB	CJJ81176_0205	663	220.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	177892	178110	+	EAQ73137.1	hypothetical protein		CJJ81176_0206	219	72.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	178220	178582	+	EAQ73390.1	hypothetical protein		CJJ81176_0207	363	120.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	178595	179800	-	EAQ73467.1	saccharopine dehydrogenase		CJJ81176_0208	1206	401.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	179842	180750	-	EAQ73012.2	iron ABC transporter, ATP binding subunit		CJJ81176_0209	909	302.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	180734	182350	-	EAQ73129.1	iron ABC transporter, permease protein		CJJ81176_0210	1617	538.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	182350	183354	-	EAQ73324.1	iron ABC transporter, periplasmic iron-binding protein		CJJ81176_0211	1005	334.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	183365	183481	-	EAQ73262.1	hypothetical protein		CJJ81176_0212	117	38.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	183674	184873	+	EAQ73364.1	antibiotic transport protein, putative		CJJ81176_0213	1200	399.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	185044	186330	+	EAQ73353.2	transporter, putative		CJJ81176_0214	1287	428.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	186343	187527	-	EAQ73029.1	Ser/Thr protein phosphatase family protein		CJJ81176_0215	1185	394.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	187537	187746	-	EAQ72970.1	PhnA domain protein		CJJ81176_0216	210	69.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	187739	188458	-	EAQ73178.1	integral membrane protein, TerC family		CJJ81176_0217	720	239.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	188530	189096	-	EAQ73325.1	phosphoribosylglycinamide formyltransferase	purN	CJJ81176_0218	567	188.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	189087	190457	-	EAQ73277.1	hypothetical protein		CJJ81176_0219	1371	456.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	190441	191139	-	EAQ73057.1	hypothetical protein		CJJ81176_0220	699	232.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	191141	192646	-	EAQ73209.1	Mg chelatase-related protein		CJJ81176_0221	1506	501.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	192643	193170	-	EAQ73001.1	peptide deformylase	def	CJJ81176_0222	528	175.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	193206	193790	-	EAQ73303.1	ATP-dependent Clp protease, proteolytic subunit ClpP	clpP	CJJ81176_0223	585	194.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	193790	195124	-	EAQ73279.1	trigger factor	tig	CJJ81176_0224	1335	444.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	195268	195840	+	EAQ73420.1	GTP cyclohydrolase I	folE	CJJ81176_0225	573	190.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	195840	197225	+	EAQ73350.1	flagellum-specific ATP synthase FliI	fliI	CJJ81176_0226	1386	461.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	197228	198565	-	EAQ73031.1	amidophosphoribosyltransferase	purF	CJJ81176_0227	1338	445.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	198567	199295	-	EAQ72960.1	dihydrodipicolinate reductase	dapB	CJJ81176_0228	729	242.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	199358	200539	-	EAQ73034.1	ATPase, AAA family protein		CJJ81176_0229	1182	393.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	200539	201666	-	EAQ73160.1	hypothetical protein		CJJ81176_0230	1128	375.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	201801	202148	-	EAQ73103.1	hypothetical protein		CJJ81176_0231	348	115.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	202247	202852	-	EAQ73075.2	hypothetical protein		CJJ81176_0232	606	201.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	202803	203030	-	EAQ73073.1	hypothetical protein		CJJ81176_0233	228	75.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	203008	203145	-	EAQ73131.1	hypothetical protein		CJJ81176_0234	138	45.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	203388	204734	+	EAQ73205.1	citrate transporter, authentic frameshift		CJJ81176_0235	1347	448.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	204920	206914	+	EAQ73255.1	oligopeptide transporter, OPT family		CJJ81176_0236	1995	664.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	206988	207791	+	EAQ73233.1	undecaprenol kinase, putative		CJJ81176_0237	804	267.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	207922	209730	+	EAQ73340.1	threonyl-tRNA synthetase	thrS	CJJ81176_0238	1809	602.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	209727	210245	+	EAQ73407.1	translation initiation factor IF-3	infC	CJJ81176_0239	519	172.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	210284	211375	+	EAQ73456.1	D12 class N6 adenine-specific DNA methyltransferase		CJJ81176_0240	1092	363.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	211605	211730	+	EAQ72959.2	hypothetical protein		CJJ81176_0241	126	41.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	211850	212296	+	EAQ73472.2	hypothetical protein		CJJ81176_0242	447	148.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	212460	212690	+	EAQ73185.1	hypothetical protein		CJJ81176_0243	231	76.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	212753	213331	+	EAQ73039.1	hypothetical protein		CJJ81176_0244	579	192.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	213489	213752	+	EAQ73188.1	hypothetical protein		CJJ81176_0245	264	87.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	213727	213885	+	EAQ73097.1	pathogenicity domain protein		CJJ81176_0246	159	52.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	214455	214622	+	EAQ73323.1	hypothetical protein		CJJ81176_0247	168	55.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	214736	214867	+	EAQ73287.1	pathogenicity protein, putative, truncation		CJJ81176_0248	132	43.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	214948	215976	+	EAQ73473.1	N-acetyl-gamma-glutamyl-phosphate reductase	argC	CJJ81176_0249	1029	342.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	215985	216431	+	EAQ73286.1	acetyltransferase, GNAT family		CJJ81176_0250	447	148.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	216441	217280	+	EAQ73446.1	acetylglutamate kinase	argB	CJJ81176_0251	840	279.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	217290	218471	+	EAQ73229.1	acetylornithine aminotransferase	argD	CJJ81176_0252	1182	393.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	218491	219120	-	EAQ73008.1	protein-L-isoaspartate O-methyltransferase	pcm	CJJ81176_0253	630	209.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	219209	219757	+	EAQ73154.1	transferase, hexapeptide repeat family		CJJ81176_0254	549	182.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	219726	221096	-	EAQ73078.2	nicotinate phosphoribosyltransferase, putative		CJJ81176_0255	1371	456.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	221086	222108	-	EAQ73173.1	ribonucleoside-diphosphate reductase, beta subunit	nrdB	CJJ81176_0256	1023	340.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	222122	222532	-	EAQ73313.1	hypothetical protein		CJJ81176_0257	411	136.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	222533	223141	-	EAQ73110.1	orotate phosphoribosyltransferase	pyrE	CJJ81176_0258	609	202.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	223144	223701	-	EAQ73437.1	ribosome recycling factor	frr	CJJ81176_0259	558	185.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	223717	224088	-	EAQ73038.1	preprotein translocase, SecG subunit	secG	CJJ81176_0260	372	123.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	224192	224887	-	EAQ73010.1	membrane protein, putative		CJJ81176_0261	696	231.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	225047	225682	+	EAQ72969.1	carbonic anhydrase	cynT	CJJ81176_0262	636	211.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	225679	227562	+	EAQ73306.1	mechanosensitive ion channel family protein		CJJ81176_0263	1884	627.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	227587	228558	-	EAQ73220.1	NifU family protein		CJJ81176_0264	972	323.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	228568	229749	-	EAQ73257.1	cysteine desulfurase, putative		CJJ81176_0265	1182	393.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	229927	230328	-	EAQ73292.1	conserved hypothetical protein, authentic frameshift		CJJ81176_0266	402	133.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	230465	231631	-	EAQ73393.1	hypothetical protein		CJJ81176_0267	1167	388.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	231702	231830	-	EAQ73050.1	hypothetical protein		CJJ81176_0268	129	42.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	231787	231978	+	EAQ73162.1	ribosomal protein L35	rpmI	CJJ81176_0269	192	63.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	232072	232425	+	EAQ72992.1	ribosomal protein L20	rplT	CJJ81176_0270	354	117.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	232477	232731	-	EAQ73352.1	putative MCP-domain signal transduction protein		CJJ81176_0271	255	84.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	233117	233290	-	EAQ73302.1	putative MCP-domain signal transduction protein		CJJ81176_0272	174	57.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	233407	233778	-	EAQ73333.1	putative MCP-domain signal transduction protein		CJJ81176_0273	372	123.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	233783	234454	-	EAQ73272.1	hypothetical protein		CJJ81176_0274	672	223.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	234632	235489	+	EAQ73223.1	hypothetical protein		CJJ81176_0275	858	285.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	235520	235996	+	EAQ73022.2	hypothetical protein		CJJ81176_0276	477	158.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	235965	237275	-	EAQ73093.1	major facilitator superfamily protein		CJJ81176_0277	1311	436.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	237278	237433	-	EAQ73054.1	hypothetical protein		CJJ81176_0278	156	51.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	237526	237999	+	EAQ73124.1	molybdenum cofactor biosynthesis protein MoaC	moaC	CJJ81176_0279	474	157.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	237977	238240	+	EAQ73164.1	hypothetical protein		CJJ81176_0280	264	87.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	238254	239390	+	EAQ73216.1	hypothetical protein		CJJ81176_0281	1137	378.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	239410	240189	-	EAQ73304.2	exodeoxyribonuclease III	xth	CJJ81176_0282	780	259.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	240286	241824	+	EAQ73399.1	sulfatase, putative		CJJ81176_0283	1539	512.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	241821	242177	+	EAQ73433.1	diacylglycerol kinase	dgkA	CJJ81176_0284	357	118.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	242174	242419	+	EAQ73423.1	hypothetical protein		CJJ81176_0285	246	81.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	242409	243416	+	EAQ73414.1	dihydroorotase, homodimeric type	pyrC	CJJ81176_0286	1008	335.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	243441	243662	-	EAQ73115.1	hypothetical protein		CJJ81176_0287	222	73.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	243718	244437	-	EAQ72991.1	hypothetical protein		CJJ81176_0288	720	239.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	244517	246514	-	EAQ73158.1	methyl-accepting chemotaxis protein		CJJ81176_0289	1998	665.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	246707	247582	+	EAQ73400.1	zinc transporter ZupT		CJJ81176_0290	876	291.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	247606	250122	-	EAQ73099.1	biotin sulfoxide reductase		CJJ81176_0291	2517	838.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	250133	250708	-	EAQ73191.1	putative cytochrome C-type hem-binding periplasmic protein		CJJ81176_0292	576	191.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	251189	251698	-	EAQ73059.1	membrane protein, putative		CJJ81176_0293	510	169.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	251698	252207	-	EAQ73108.2	membrane protein, putative		CJJ81176_0294	510	169.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	252241	253329	-	EAQ73196.1	SPFH domain / Band 7 family protein		CJJ81176_0295	1089	362.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	253342	254256	-	EAQ73145.1	branched-chain amino acid aminotransferase	ilvE	CJJ81176_0296	915	304.0	CP000538.1
